Title,Price,Star-Rating,Sales,Status,Best-Seller,Ratings-Count,Author
HOLY THE FIRM By Annie Dillard - Hardcover **BRAND NEW**,$41.95, , ,Brand New, , , 
Stephen Grosz The Examined Life (Paperback),$20.82, , ,Pre-Owned,Top Rated Seller, , 
"Marion Milner : A Contemporary Introduction, Hardcover by Stefana, Alberto; G...",$165.64, , ,Brand New, , , 
"Sex: A Man's Guide - 0875962998, hardcover, Stefan Bechtel",$3.98,4.0 out of 5 stars., , ,Top Rated Seller,1 product rating, 
"Ecstasy: Understanding the Psychology of Joy by Johnson, Robert A.",$5.12, ,25 sold,Brand New, , ,"by Johnson, Robert A. "
"How to Be a Successful Criminal: The Real Deal on Crime, Drugs and Easy Money",$6.00,5.0 out of 5 stars.,11 sold, , ,1 product rating,"by Glodoski, Ron; Glodowski, Ron "
Murry Hope The Psychology of Healing (Paperback) (UK IMPORT),$33.59, , ,Pre-Owned,Top Rated Seller, , 
The Madness of Grief,$14.92, , ,Brand New, , , 
"Allen Carr Collection 2 Books Set Easy Way to Control Alcohol,Women to Lose Weig",$16.54,5.0 out of 5 stars., , , ,11 product ratings, 
Modern Man In Search of a Soul by Carl Jung [Paperback],$15.89,4.5 out of 5 stars., ,Pre-Owned,Top Rated Seller,8 product ratings, 
A Killer By Design: Murderers Mindhunters & Quest Decipher the Criminal Mind New,$10.17, , ,Pre-Owned,Top Rated Seller, , 
Gordon Livingston And Never Stop Dancing (Paperback),$21.07, , , ,Top Rated Seller, , 
You Can be as Young as You Think: Six Steps to Staying Younger and Feeling Shar,$3.45, , ,Pre-Owned, , , 
New: The 48 Laws Of Power By Robert Greene 'Free Ship from USA',$23.95,5.0 out of 5 stars., ,Pre-Owned, ,2 product ratings, 
The Deepest Place: Suffering and the Formation of Hope,$20.19, , ,Brand New, , , 
"Play or Be Played: What Every Female Should Know about Men, Dating, and...",$5.38,4.0 out of 5 stars., ,Pre-Owned, ,1 product rating,"by Nasheed, Tariq K-Flex "
C.G. Jung The Psychology of the Transference (Paperback) (UK IMPORT),$45.98, , , ,Top Rated Seller, , 
Mandala Coloring Book for Adults Stephen J Mitch Mandala Coloring B (Paperback),$25.75, , ,Pre-Owned,Top Rated Seller, , 
The Couple's Workbook - 9781912891269,$17.91, , , ,Top Rated Seller, , 
Doris Lessing Prisons We Choose to Live inside (Paperback),$16.43, , ,Pre-Owned,Top Rated Seller, , 
How to Know a Person: The Art of Seeing Others Deeply and Being Deeply Seen,$18.40,3.5 out of 5 stars., , , ,5 product ratings, 
"The Multi-Orgasmic Woman: Discover Your Full Desire, Pleasure, and Vitality",$5.51,5.0 out of 5 stars., ,Pre-Owned, ,2 product ratings, 
"Approval Addiction: Overcoming Your Need to Please Everyone, Tradepaper",$14.99,5.0 out of 5 stars., , , ,2 product ratings, 
Conspiracy of Kindness: A Unique Approach to Sharing the Love of Jesus,$6.48,3.0 out of 5 stars.,14 sold,Pre-Owned, ,1 product rating,"by Sjogren, Steve "
Прививка от стресса. Валерий Синельников. Твердый переплет. Книги в UK,$13.37, , ,Brand New, , , 
"Brain Lock: Free Yourself from Obsessive-Com- 9780060987114, Schwartz, paperback",$4.22,5.0 out of 5 stars., , ,Top Rated Seller,14 product ratings, 
Christopher Caudwell Culture as Politics (Paperback),$24.26, , ,Pre-Owned,Top Rated Seller, , 
The Reciprocating Self: Human Development in Theological Perspective (Christian,$35.19,5.0 out of 5 stars., ,Brand New, ,1 product rating, 
Ethan Indigo Smith The Geometry of Energy (Paperback),$21.95, , ,Pre-Owned,Top Rated Seller, , 
The Dragons of Eden: Speculations on the Evolution of Human Intelligence,$5.13,5.0 out of 5 stars.,53 sold, , ,5 product ratings,"by Sagan, Carl "
"Identity: The Demand for Dignity and the Politics of Resentment by Fukuyama, Fr",$6.49, , ,Brand New,Top Rated Seller, , 
"How to Overcome Your Childhood,The School of Life",$5.77,5.0 out of 5 stars., ,New (Other), ,1 product rating, 
We've Got Issues: How You Can Stand Strong for America's Soul and Sanity,$11.15,5.0 out of 5 stars., , , ,4 product ratings,"by McGraw, Phillip C. "
"Shannon Lee Be Water, My Friend (Paperback)",$20.18, , ,Pre-Owned,Top Rated Seller, , 
Maria Konnikova Mastermind (Paperback),$19.79, , , ,Top Rated Seller, , 
Byron Tully The Old Money Book (Paperback),$19.94, , ,Pre-Owned,Top Rated Seller, , 
Denice Jeffery Metastatic Breast Cancer (Paperback),$18.78, , ,Brand New,Top Rated Seller, , 
FEMALE SEXUALITY AND THE OEDIPUS COMPLEX By Humberto Nagera - Hardcover **Mint**,$53.95, , ,Brand New, , , 
Grit: Why passion and resilience are the secrets to success-Angela Duckworth,$6.63,5.0 out of 5 stars.,40 sold,Pre-Owned, ,4 product ratings, 
John Paul Minda How To Think (Paperback),$24.30, , , ,Top Rated Seller, , 
The Happiness Curve: Why Life Gets Better After Midlife by Jonathan Rauch (Engli,$20.15, , ,Brand New,Top Rated Seller, , 
How To Do The Work by Nicole LePera,$18.41,5.0 out of 5 stars.,348 sold,Brand New,Top Rated Seller,2 product ratings, 
"The Astrology of Fate, Psychology & Counseling, Astrology, Parapsychology, Relig",$17.97,3.0 out of 5 stars., ,Brand New, ,1 product rating, 
The Twat Files by Dawn French Paperback,$12.71, , ,Pre-Owned,Top Rated Seller, , 
"Bitch: On the Female of the Species Cooke, Lucy Very Good",$9.97,5.0 out of 5 stars., , ,Top Rated Seller,1 product rating, 
Bracia Rodzen - Kuchnia Braci Rodzeń Polish Book UK Postage,$38.18, , ,Pre-Owned, , , 
The Intelligence Trap: Why Smart People Make Dumb Mistakes,$9.81,2.0 out of 5 stars., , , ,1 product rating, 
"Shame and Guilt by Ernest Kurtz, Ph.D., Alcoholics Anonymous, Ernie, Not God",$20.00, , ,Pre-Owned, , , 
Healing the Shame That Binds You,$11.49,4.5 out of 5 stars., ,Pre-Owned, ,33 product ratings, 
Możesz Być Bogaty Joseph Murphy Polish Book Thank yourself rich Mozesz Byc,$10.12, , ,Pre-Owned, , , 
Heidi Priebe The Comprehensive ENFP Survival Guide (Paperback),$21.61,5.0 out of 5 stars., ,Brand New,Top Rated Seller,2 product ratings, 
Getting Bi: Voices of Bisexuals Around the World by Robyn Ochs;  Sarah Rowley,$5.39,5.0 out of 5 stars., ,Brand New, ,1 product rating,by Robyn Ochs;  Sarah Rowley 
"Readings in Cognitive Psychology By Robert J. Sternberg, Richard",$23.00, , ,Pre-Owned,Top Rated Seller, , 
"Tribe: On Homecoming and Belonging by Junger, Sebastian",$5.16,5.0 out of 5 stars., ,Brand New, ,14 product ratings,"by Junger, Sebastian "
"Wishcraft: A Guide to Manifesting a Positive Future by Cummins, Shauna",$5.30, , , , , ,"by Cummins, Shauna "
Counselling Skills and Theory By Margaret Hough. 9780340701799,$4.51,4.0 out of 5 stars.,38 sold,Pre-Owned, ,5 product ratings, 
"Girl Walks Out of a Bar: A Memoir by Smith, Lisa F.",$5.12,5.0 out of 5 stars., , , ,2 product ratings,"by Smith, Lisa F. "
"Final Gifts: Understanding the Special Awareness, Needs, and Communications...",$4.58,5.0 out of 5 stars., ,Brand New, ,3 product ratings,"by Callanan, Maggie; Kelley, Patricia "
Patrick King Lee a las personas como un libro (Hardback),$29.64, , ,Brand New,Top Rated Seller, , 
I'm Not a Mourning Person - 9781401970062,$17.49, , ,Brand New,Top Rated Seller, , 
"Focus: The Hidden Driver of Excellence by Goleman, Daniel",$4.81,5.0 out of 5 stars., , , ,1 product rating,"by Goleman, Daniel "
"What to Do When You Don't Know What to Say by Froehlich, Mary Ann",$5.21,5.0 out of 5 stars., ,Pre-Owned, ,1 product rating,"by Froehlich, Mary Ann "
SOBER...AND STAYING THAT WAY: THE MISSING LINK IN THE CURE By Susan Powter *NEW*,$17.95, , ,Pre-Owned, , , 
M. E. Thomas Confessions of a Sociopath (Paperback),$17.11, , , ,Top Rated Seller, , 
"The Creative Habit: Learn It and Use It for Life by Tharp, Twyla",$5.55,4.5 out of 5 stars., ,Pre-Owned, ,4 product ratings,"by Tharp, Twyla "
WHEN ANGER HURTS YOUR RELATIONSHIP: 10 SIMPLE SOLUTIONS By Paleg Kim Phd & Mckay,$19.95,5.0 out of 5 stars., ,Brand New, ,1 product rating, 
Claudia Sonnenbeck Psychology for beginners (Paperback) (UK IMPORT),$18.48, , , ,Top Rated Seller, , 
John Levin Dark Psychology (Paperback) (UK IMPORT),$20.02, , ,Pre-Owned,Top Rated Seller, , 
"Psychology in Football: Working with El..., Nesti, Mark",$47.04, , ,Brand New, , , 
EXERCISE PSYCHOLOGY: PHYSICAL ACTIVITY AND SEDENTARY By Heather Mint,$25.95, , ,Pre-Owned, , , 
Zachary Elwood Reading Poker Tells (Paperback),$28.10, , ,Brand New,Top Rated Seller, , 
Thomas Troward The Dore Lectures on Mental Science (Hardback),$24.78, , ,Brand New,Top Rated Seller, , 
The World Beyond Your Head: On Becoming an Individual in an Age of Distraction,$8.16, , ,Pre-Owned, , ,"by Crawford, Matthew B. "
Petra Rechenberg-Winter - Sorry Creative Wandeln. Biografisch #B2039637,$20.98, , ,Brand New, , , 
The Decoded Company: Know Your Talent Better Than You Know Your Customers,$5.59, , , , , ,"by Segal, Leerom; Goldstein, Aaron;... "
"Body Clutter: Love Your Body, Love Yourself by Cilley, Marla; Ely, Leanne",$4.58,4.5 out of 5 stars.,133 sold,Brand New, ,28 product ratings,"by Cilley, Marla; Ely, Leanne "
"No Ordinary Moments: A Peaceful Warrior's Guide to Daily Life by Millman, Dan",$4.76,4.5 out of 5 stars., ,Brand New, ,4 product ratings,"by Millman, Dan "
What Would Freud Do? How the greatest psychotherapists would solve your Problems,$7.63,5.0 out of 5 stars., ,Pre-Owned,Top Rated Seller,2 product ratings, 
In Bed with the Ancient Greeks By Paul Chrystal,$20.32, , , ,Top Rated Seller, , 
"Happiness: Lessons from a New Science,Richard Layard",$3.14, ,11 sold,Pre-Owned, , , 
"Status Anxiety by De Botton, Alain",$5.93, , , , , ,"by De Botton, Alain "
Treating Trauma with Energy Psychology (Paperback) (UK IMPORT),$25.59, , ,Pre-Owned,Top Rated Seller, , 
"On Fire: The 7 Choices to Ignite a Radically Inspired Life by O'Leary, John",$5.14,5.0 out of 5 stars., ,Pre-Owned, ,9 product ratings,"by O'Leary, John "
Research Methods & Statistics in Psychology 4th Edition By Hugh Coolican,$4.61, ,48 sold,Pre-Owned, , , 
Emotional Healing in Minutes: Simple Acupressure Techniques For Your Emotions-V,$3.97,5.0 out of 5 stars., , , ,3 product ratings, 
Becoming a Person of Influence: How to Positively Impact the Lives of Others,$4.82,5.0 out of 5 stars., ,Pre-Owned, ,3 product ratings,"by Maxwell, John C.; Dornan, Jim "
Joy Manne Phd Buddhist Psychology in Everyday Life (Paperback),$21.16, , ,Pre-Owned,Top Rated Seller, , 
12 Rules for Life: An Antidote to Chaos by Jordan B. Peterson: Used,$13.12, , , , , , 
"The Emotion Code: How to Release Your Trapped Emotions for Abundant Health,",$20.08,5.0 out of 5 stars., ,Pre-Owned, ,6 product ratings, 
"The Right Brain Manager: How To Use The Power Of Your Mind To  ,",$3.96, , ,Brand New, , , 
Understanding Children's Development By Anne Smith,$19.63, , ,Brand New,Top Rated Seller, , 
"Renew: Breaking Free from Negative Thinking, Anxiety, and Depression",$5.75, , ,Pre-Owned, , ,"by Winter, Julie "
How to Persuade and Influence People: Powerful Techniques to Get Your Own Way M,$3.62, ,11 sold,Pre-Owned, , , 
Thema  Bryant Homecoming (Taschenbuch),$16.67, , , ,Top Rated Seller, , 
Redefining Girly: How Parents Can Fight the Stereotyping and Sexualizing of...,$5.32, , ,Pre-Owned, , ,"by Wardy, Melissa Atkins "
DONNA LOUIS Donna Louis Thriving In Every Season Of Life With God (Paperback),$16.56, , ,Brand New,Top Rated Seller, , 
Derren Brown A Book of Secrets (Paperback),$16.87, , ,Pre-Owned,Top Rated Seller, , 
The Subtle Art of Not Giving a F*ck by Mark Mansion PB-3 day delivery,$9.54, , ,Brand New, , , 
Drive Your Own Darn Bus!: How to Get Mentally Strong and Into the Driver's...,$8.54, , ,Pre-Owned, , ,"by Kristina, Julia "
"Fearless Relationships: Simple Rules for Lifelong Contentment by Casey, Karen",$4.58, , , , , ,"by Casey, Karen "
Susan Fox Barbara Ganim Visual Journaling (Paperback),$31.29, , ,Pre-Owned,Top Rated Seller, , 
"Horse Sense for People,Monty Roberts",$3.14,5.0 out of 5 stars.,34 sold, , ,3 product ratings, 
"Psycho-Emotional Pain and the Eight Extraordinary Vessels, Paperback by Farre...",$37.18, , ,Pre-Owned, , , 
"The PTSD : Simple, Effective Techniques for Overcoming Traumatic",$5.89,5.0 out of 5 stars., , , ,9 product ratings, 
Ed.D Thomas Zinser Soul-Centered Healing (Paperback),$35.14, , ,Pre-Owned,Top Rated Seller, , 
"From Social to Cognitive: Investigating Psychology Book 1,Open U",$4.18,5.0 out of 5 stars., ,Pre-Owned, ,1 product rating, 
The Wisdom House By Rob Parsons,$3.20,5.0 out of 5 stars.,41 sold, , ,2 product ratings, 
"The Willpower Instinct : How Self-Control Works, Why It Matters,",$5.76,5.0 out of 5 stars., ,Pre-Owned, ,6 product ratings, 
"Getting the Love You Want: A Guide f- 9780805068955, Harville Hendrix, paperback",$4.10,5.0 out of 5 stars., , ,Top Rated Seller,25 product ratings, 
Obras completas de Sigmund Freud: En orden cronol?gico 20-21 by Sigmund Freud (S,$15.37, , ,Pre-Owned,Top Rated Seller, , 
Amy Ludwig VanDerwater The Sound of Kindness (Hardback),$23.28, , ,Pre-Owned,Top Rated Seller, , 
APPLIED CLINICAL NEUROPSYCHOLOGY: AN INTRODUCTION By Holtz Jan Leslie Phd *NEW*,$43.95, , ,Pre-Owned, , , 
"No Ordinary Moments: A Peaceful Warrior's Guide to Daily Life by Millman, Dan",$4.76,4.5 out of 5 stars., ,Pre-Owned, ,4 product ratings,"by Millman, Dan "
"Give and Take: Why Helping Others Drives O- 9780143124986, Grant, paperback, new",$10.74,5.0 out of 5 stars., ,Pre-Owned,Top Rated Seller,7 product ratings, 
Patrick Lightman Dark Psychology Mastery (Paperback),$28.70, , , ,Top Rated Seller, , 
The Road to Character Paperback David Brooks,$5.76,5.0 out of 5 stars., ,Pre-Owned, ,2 product ratings, 
"Search Inside Yourself: The Unexpected Path to Achieving Success, Happiness [and",$4.31,5.0 out of 5 stars., ,Pre-Owned,Top Rated Seller,2 product ratings, 
"Workaholics: The Respectable Addicts by Killinger, Barbara",$6.99, , , , , ,"by Killinger, Barbara "
I Had a Black Dog-Matthew Johnstone,$5.12,5.0 out of 5 stars.,11 sold,Brand New, ,29 product ratings, 
Mary Lamia What Motivates Getting Things Done (Paperback),$34.85, , ,Brand New,Top Rated Seller, , 
Breaking Negative Thinking Patterns - 9781118877715,$17.79,5.0 out of 5 stars., ,Pre-Owned,Top Rated Seller,1 product rating, 
"Emotional Vampires: Dealing With People Who Drain You Dry,Albert J. Bernstein",$3.64,5.0 out of 5 stars., , , ,2 product ratings, 
"This Too Shall Pass: Stories of Change, Crisis and Hopeful Beginnings,Julia Sa",$4.18,4.5 out of 5 stars.,15 sold,Pre-Owned, ,4 product ratings, 
Move Ahead with Possibility Thinking by Robert H. Schuller  New!!,$5.00, , , , , , 
Katherine Moxx Dominance & Submission (Paperback) (US IMPORT),$15.63, , ,Brand New,Top Rated Seller, , 
Borys Bolotow - Zdrowie człowieka w niezdrowym swiecie | Polish book,$38.18, ,46 sold,New (Other), , , 
"The English Way of Death: The Common Funeral Since 1450,Julian ,",$31.96, , ,Pre-Owned, , , 
Mapping Psychology -  Book 1 Chapters 6-9 (Exploring Psychology DSE212),$3.46, , ,Pre-Owned, , , 
Charles Cummings Dark Psychology (Paperback) (UK IMPORT),$16.87, , , ,Top Rated Seller, , 
"Psychology in Football: Working with El..., Nesti, Mark",$47.04, , ,Pre-Owned, , , 
The Decoded Company: Know Your Talent Better Than You Know Your Customers,$5.59, , ,Pre-Owned, , ,"by Segal, Leerom; Goldstein, Aaron;... "
"Body Clutter: Love Your Body, Love Yourself by Cilley, Marla; Ely, Leanne",$4.58,4.5 out of 5 stars.,133 sold, , ,28 product ratings,"by Cilley, Marla; Ely, Leanne "
Treating Trauma with Energy Psychology (Paperback) (UK IMPORT),$25.59, , ,Pre-Owned,Top Rated Seller, , 
"Cracking the Menopause: While Keeping Yourself Together By Mariella Frostrup,Al",$6.19, ,14 sold, , , , 
The Confident Mind: A Battle-Tested Guide to Unshakable Performance by Zinsser,$16.92,5.0 out of 5 stars.,6 sold,Brand New, ,1 product rating, 
THE ULTIMATE GUIDE TO WEIGHT TRAINING FOR VOLLEYBALL By Rob Price **BRAND NEW**,$29.95,5.0 out of 5 stars., ,Brand New, ,3 product ratings, 
"Anxiously Attached: Becoming More Secure in Life and Love by Baum, Jessica",$16.00, , ,Brand New, , , 
"On Fire: The 7 Choices to Ignite a Radically Inspired Life by O'Leary, John",$5.14,5.0 out of 5 stars., , , ,9 product ratings,"by O'Leary, John "
The Little Book of Courage: An Illustrated Guide to Challenging Our Fears,$16.92, , ,Pre-Owned, , ,"by Marco, Barbara Lewis; Lewis-Marco,... "
Katherine Fair Donnelly Recovering from the Loss of a Sibling (Paperback),$20.21, , ,Brand New,Top Rated Seller, , 
Marc Luxen The Psychology of Differences between Men and Women (Paperback),$12.63, , ,Pre-Owned,Top Rated Seller, , 
"Chicken Soup for the Woman's Soul: 101 Stories to Open the Heart and Rekindle ,",$4.24,5.0 out of 5 stars.,32 sold,Brand New, ,4 product ratings, 
"Renew: Breaking Free from Negative Thinking, Anxiety, and Depression",$5.75, , , , , ,"by Winter, Julie "
How to Persuade and Influence People: Powerful Techniques to Get Your Own Way M,$3.62, ,11 sold,Pre-Owned, , , 
Mapping Psychology -  Book 1 Chapters 6-9 (Exploring Psychology DSE212),$3.46, , ,Pre-Owned, , , 
The Intelligence Trap: Why Smart People Make Dumb Mistakes,$9.81,2.0 out of 5 stars., , , ,1 product rating, 
"Insight: The Surprising Truth About How Others See Us, How We See Ourselves, and",$4.97, , ,Pre-Owned, , , 
"The Psychology of the Foreign Excha..., Oberlechner, Th",$11.18, , ,Pre-Owned, , , 
Karen R Kleiman Karen R. Kleiman The Postpartum Husband (Paperback),$21.41, , , ,Top Rated Seller, , 
Paul Roland Killer Psychopaths (Paperback) True Criminals,$12.41, , ,Pre-Owned,Top Rated Seller, , 
Charles Cummings Dark Psychology (Paperback) (UK IMPORT),$16.87, , ,Brand New,Top Rated Seller, , 
"Walden by Thoreau, Henry David",$4.91,4.0 out of 5 stars., ,Pre-Owned, ,1 product rating,"by Thoreau, Henry David "
"SECRET DON'T TELL , THE ENCYCLOPEDIA OF HYPNOTISM -1st EDITION by Carla Emery",$54.00,5.0 out of 5 stars., ,Brand New, ,1 product rating, 
"Boys & Sex: Young Men on Hookups, Love, Porn, Consent, and Navigating the New...",$5.16,5.0 out of 5 stars., ,Pre-Owned, ,3 product ratings,"by Orenstein, Peggy "
"Unfck Yourself: Get out of your head and into your life, Bishop, Gary John, NewB",$7.70,5.0 out of 5 stars., ,Brand New,Top Rated Seller,4 product ratings, 
"Women Food and God: An Unexpected Path to- 9781416543084, Geneen Roth, paperback",$3.98,5.0 out of 5 stars., ,Pre-Owned,Top Rated Seller,1 product rating, 
His Bloody Project By Graeme Macrae Burnet,$3.20,4.5 out of 5 stars.,482 sold,Pre-Owned, ,12 product ratings, 
Toshinori Iwai The Psychology of Personal Growth and Better Relation (Paperback),$20.85, , , ,Top Rated Seller, , 
Andrew Stevenson The Psychology of Travel (Paperback) (UK IMPORT),$28.64, , ,Brand New,Top Rated Seller, , 
Said Davlatov Me and Money (Paperback),$18.38, , ,Pre-Owned,Top Rated Seller, , 
Self-Love Journal Teen Health Matters by Lena Ford (English) Paperback Book,$21.79, , ,Brand New,Top Rated Seller, , 
Empathic Attunement: The 'Technique' of Psychoanalytic Self Psychology Crayton,$5.79, , , , , , 
An Apple a Day: A Memoir of Love and Recovery from Anorexia By Emma Woolf,$3.78, ,41 sold,Pre-Owned, , , 
